日期,指数名称,指数代码,当前PE,当前PB,最高PE,最低PE,PE百分位,最高PB,最低PB,PB百分位,ROE,当前PB倍数,分组,成交额,涨跌量,涨跌幅,收盘价,开盘价,最高价,最低价
2019-07-17,中证500,000905.SH,23.8,1.81,85.42,18.93,8.02%,5.89,1.51,7.149%,7.829%,3.2541,LOW,658.607亿元,-2.960,-0.060%,4929.085,4930.6466,4953.4093,4914.4924
2019-07-18,中证500,000905.SH,23.39,1.78,85.42,18.93,6.370%,5.89,1.51,5.64%,7.79%,3.3090,LOW,598.488亿元,-84.97,-1.723%,4844.1087,4909.7172,4909.7172,4843.5134
2019-07-19,中证500,000905.SH,23.56,1.79,85.42,18.93,7.24%,5.89,1.51,6.77%,7.8%,3.2905,LOW,573.907亿元,34.581,0.7138%,4878.6903,4861.2125,4920.4135,4861.2031
2019-07-22,中证500,000905.SH,23.07,1.76,85.42,18.93,5.35%,5.89,1.51,5.2%,7.8%,3.3466,LOW,611.988亿元,-102.1,-2.092%,4776.5749,4885.4293,4886.4020,4766.0716
2019-07-23,中证500,000905.SH,23.29,1.77,85.42,18.93,6.12%,5.89,1.51,5.58%,7.8%,3.3277,LOW,483.009亿元,47.343,0.9911%,4823.9182,4778.0529,4823.9182,4778.0529
2019-07-24,中证500,000905.SH,23.53,1.79,85.42,18.93,7.19%,5.89,1.51,6.74%,7.8%,3.2905,LOW,635.861亿元,49.108,1.0180%,4873.0271,4837.7669,4898.8054,4837.7669
2019-07-25,中证500,000905.SH,23.62,1.8,85.42,18.93,7.649%,5.89,1.51,7.149%,7.79%,3.2722,LOW,655.408亿元,18.616,0.3820%,4891.6432,4873.1742,4899.7150,4861.7715
2019-07-26,中证500,000905.SH,23.65,1.8,85.42,18.93,7.76%,5.89,1.51,7.180%,7.79%,3.2722,LOW,571.906亿元,6.4666,0.1321%,4898.1099,4880.7194,4902.0916,4868.1970
2019-07-29,中证500,000905.SH,23.65,1.8,85.42,18.93,7.76%,5.89,1.51,7.270%,7.79%,3.2722,LOW,548.157亿元,-1.091,-0.022%,4897.0183,4897.6519,4914.4800,4872.5450
2019-07-30,中证500,000905.SH,23.77,1.81,85.42,18.93,8.28%,5.89,1.51,7.48%,7.79%,3.2541,LOW,655.539亿元,25.899,0.5288%,4922.9175,4902.8411,4961.0247,4902.7813
2019-07-31,中证500,000905.SH,23.68,1.8,85.42,18.93,7.86%,5.89,1.51,7.39%,7.79%,3.2722,LOW,587.761亿元,-19.71,-0.400%,4903.203,4914.0440,4921.7224,4892.5557
2019-08-01,中证500,000905.SH,23.52,1.79,85.42,18.93,7.090%,5.89,1.51,6.12%,7.79%,3.2905,LOW,618.019亿元,-32.73,-0.667%,4870.469,4877.5573,4900.0866,4850.5281
2019-08-02,中证500,000905.SH,23.23,1.77,85.42,18.93,5.86%,5.89,1.51,5.37%,7.79%,3.3277,LOW,738.480亿元,-60.54,-1.243%,4809.9198,4773.4302,4816.8104,4756.4044
2019-08-05,中证500,000905.SH,22.95,1.74,85.42,18.93,5.3%,5.89,1.51,5.029%,7.8%,3.3851,LOW,690.259亿元,-57.93,-1.204%,4751.9846,4795.9105,4838.7588,4749.9444
2019-08-06,中证500,000905.SH,22.46,1.71,85.42,18.93,4.83%,5.89,1.51,4.34%,7.8%,3.4444,LOW,842.393亿元,-101.4,-2.133%,4650.5627,4665.8404,4684.5159,4558.0604
2019-08-07,中证500,000905.SH,22.34,1.7,85.42,18.93,4.68%,5.89,1.51,4.34%,7.8%,3.4647,LOW,623.447亿元,-24.19,-0.520%,4626.3641,4678.4283,4686.7321,4624.7423
2019-08-08,中证500,000905.SH,22.48,1.71,85.42,18.93,4.93%,5.89,1.51,4.41%,7.8%,3.4444,LOW,567.432亿元,29.736,0.6427%,4656.1009,4641.8665,4663.0320,4636.2385
2019-08-09,中证500,000905.SH,22.13,1.69,85.42,18.93,4.52%,5.89,1.51,4.31%,7.79%,3.4852,LOW,644.773亿元,-55.74,-1.197%,4600.3526,4677.2477,4690.6540,4593.2238
2019-08-12,中证500,000905.SH,22.53,1.72,85.42,18.93,5.04%,5.89,1.51,4.72%,7.810%,3.4244,LOW,621.480亿元,84.692,1.8409%,4685.045,4608.1166,4685.0450,4591.6615
2019-08-13,中证500,000905.SH,22.41,1.71,85.42,18.93,4.88%,5.89,1.51,4.55%,7.810%,3.4444,LOW,577.305亿元,-26.65,-0.568%,4658.3884,4649.3490,4667.7150,4638.0294
2019-08-14,中证500,000905.SH,22.53,1.72,85.42,18.93,5.09%,5.89,1.51,4.77%,7.810%,3.4244,LOW,694.385亿元,25.451,0.5463%,4683.8403,4713.5026,4731.8627,4677.1302
2019-08-15,中证500,000905.SH,22.64,1.72,85.42,18.93,5.29%,5.89,1.51,4.82%,7.8%,3.4244,LOW,726.183亿元,22.710,0.4848%,4706.5504,4585.0944,4709.3630,4576.4614
2019-08-16,中证500,000905.SH,22.72,1.73,85.42,18.93,5.34%,5.89,1.51,5.029%,7.779%,3.4046,LOW,765.024亿元,16.112,0.3423%,4722.6625,4702.1415,4755.9526,4696.9213
2019-08-19,中证500,000905.SH,23.45,1.78,85.42,18.93,7.35%,5.89,1.51,6.36%,7.76%,3.3090,LOW,1051.44亿元,152.37,3.2263%,4875.0363,4765.0581,4875.0363,4765.0581
2019-08-20,中证500,000905.SH,23.44,1.78,85.42,18.93,7.3%,5.89,1.51,6.29%,7.739%,3.3090,LOW,948.252亿元,-2.430,-0.049%,4872.6061,4878.6745,4912.9917,4864.8159
2019-08-21,中证500,000905.SH,23.48,1.78,85.42,18.93,7.61%,5.89,1.51,6.569%,7.729%,3.3090,LOW,831.217亿元,10.115,0.2075%,4882.7213,4865.7174,4896.2914,4859.3280
2019-08-22,中证500,000905.SH,23.51,1.78,85.42,18.93,7.810%,5.89,1.51,6.64%,7.739%,3.3090,LOW,820.313亿元,5.1929,0.1063%,4887.9142,4894.3625,4896.5752,4851.9692
2019-08-23,中证500,000905.SH,23.51,1.78,85.42,18.93,7.829%,5.89,1.51,6.64%,7.71%,3.3090,LOW,811.788亿元,-0.011,-0.000%,4887.9024,4888.5329,4902.7831,4861.2002
2019-08-26,中证500,000905.SH,23.35,1.77,85.42,18.93,6.84%,5.89,1.51,6.09%,7.739%,3.3277,LOW,867.802亿元,-32.44,-0.663%,4855.4584,4799.4831,4867.3032,4793.8441
2019-08-27,中证500,000905.SH,23.74,1.8,85.42,18.93,9.1%,5.89,1.51,8.07%,7.670%,3.2722,LOW,1053.76亿元,80.665,1.6613%,4936.1238,4878.2891,4976.5805,4878.2891
2019-08-28,中证500,000905.SH,23.7,1.79,85.42,18.93,8.89%,5.89,1.51,7.870%,7.55%,3.2905,LOW,921.685亿元,-7.930,-0.160%,4928.1935,4929.8939,4948.0177,4910.6033
2019-08-29,中证500,000905.SH,23.73,1.8,85.42,18.93,9.139%,5.89,1.51,8.42%,7.57%,3.2722,LOW,940.624亿元,5.9902,0.1215%,4934.1838,4937.5909,4954.9574,4912.2200
2019-08-30,中证500,000905.SH,22.89,1.79,85.42,18.93,5.75%,5.89,1.51,6.84%,7.5%,3.2905,LOW,1081.35亿元,-47.68,-0.966%,4886.494,4963.2785,4975.9723,4862.5821
2019-09-02,中证500,000905.SH,23.48,1.83,85.42,18.93,7.71%,5.89,1.51,9.68%,7.42%,3.2186,LOW,1092.04亿元,121.80,2.4925%,5008.2958,4894.0496,5020.2648,4890.2253
2019-09-03,中证500,000905.SH,23.65,1.84,85.42,18.93,8.74%,5.89,1.51,10.05%,7.42%,3.2011,LOW,1150.52亿元,35.884,0.7164%,5044.1805,5019.4049,5044.1805,4999.8872
2019-09-04,中证500,000905.SH,23.88,1.86,85.42,18.93,10.12%,5.89,1.51,10.81%,7.42%,3.1667,LOW,1232.08亿元,49.085,0.9731%,5093.2662,5036.5238,5093.2662,5027.6672
2019-09-05,中证500,000905.SH,24.09,1.87,85.42,18.93,11.15%,5.89,1.51,11.21%,7.42%,3.1497,LOW,1607.37亿元,45.138,0.8862%,5138.4051,5119.5739,5208.9999,5119.4281
2019-09-06,中证500,000905.SH,24.16,1.88,85.42,18.93,11.45%,5.89,1.51,11.39%,7.42%,3.1330,LOW,1226.05亿元,16.232,0.3158%,5154.6378,5152.1850,5167.4828,5111.7349
2019-09-09,中证500,000905.SH,24.67,1.92,85.42,18.93,13.56%,5.89,1.51,12.15%,7.42%,3.0677,LOW,1395.42亿元,108.82,2.1111%,5263.4594,5202.7058,5263.4594,5171.8514
2019-09-10,中证500,000905.SH,24.59,1.91,85.42,18.93,13.20%,5.89,1.51,12.11%,7.42%,3.0838,LOW,1381.75亿元,-18.15,-0.344%,5245.305,5264.3276,5264.3276,5212.5251
2019-09-11,中证500,000905.SH,24.46,1.9,85.42,18.93,12.74%,5.89,1.51,11.84%,7.42%,3.1000,LOW,1190.62亿元,-28.01,-0.534%,5217.2913,5262.4946,5273.9678,5206.9728
2019-09-12,中证500,000905.SH,24.58,1.91,85.42,18.93,13.20%,5.89,1.51,12.11%,7.41%,3.0838,LOW,998.742亿元,25.320,0.4853%,5242.6115,5230.2944,5255.7851,5197.5696
2019-09-16,中证500,000905.SH,24.44,1.91,85.42,18.93,12.75%,5.89,1.51,12.32%,7.41%,3.0838,LOW,1169.63亿元,7.7282,0.1474%,5250.3398,5263.3007,5279.5896,5228.2900
2019-09-17,中证500,000905.SH,23.93,1.87,85.42,18.93,10.48%,5.89,1.51,11.19%,7.41%,3.1497,LOW,1136.56亿元,-109.8,-2.091%,5140.4502,5237.5592,5237.5592,5118.2077
2019-09-18,中证500,000905.SH,23.93,1.87,85.42,18.93,10.53%,5.89,1.51,11.29%,7.41%,3.1497,LOW,920.441亿元,0.5878,0.0114%,5141.0381,5148.0631,5163.8104,5119.6137
