日期,指数名称,指数代码,当前PE,当前PB,最高PE,最低PE,PE百分位,最高PB,最低PB,PB百分位,ROE,当前PB倍数,分组,成交额,涨跌量,涨跌幅,收盘价,开盘价,最高价,最低价
2019-07-01,中证100,000903.SH,12.28,1.44,16.57,7.08,81.75%,2.15,1.06,58.3%,12.22%,1.4931,MID,1216.69亿元,116.77,2.8454%,4220.4818,4181.8908,4225.5302,4171.6253
2019-07-02,中证100,000903.SH,12.28,1.44,16.57,7.08,81.8%,2.15,1.06,58.33%,12.22%,1.4931,MID,933.078亿元,0.9458,0.0224%,4221.4276,4215.1008,4226.0397,4202.6178
2019-07-03,中证100,000903.SH,12.14,1.43,16.57,7.08,79.39%,2.15,1.06,56.21%,12.25%,1.5035,MID,961.236亿元,-49.79,-1.179%,4171.6367,4210.5104,4210.5104,4154.5974
2019-07-04,中证100,000903.SH,12.08,1.43,16.57,7.08,77.91%,2.15,1.06,55.58%,12.25%,1.5035,MID,844.127亿元,-18.04,-0.432%,4153.5918,4175.1226,4187.5768,4134.0367
2019-07-05,中证100,000903.SH,12.16,1.43,16.57,7.08,79.82%,2.15,1.06,56.45%,12.26%,1.5035,MID,686.562亿元,25.147,0.6054%,4178.7391,4155.4006,4186.0160,4135.9189
2019-07-08,中证100,000903.SH,11.9,1.4,16.57,7.08,74.24%,2.12,1.06,50.22%,12.27%,1.5143,MID,835.520亿元,-89.85,-2.150%,4088.8798,4158.9994,4158.9994,4058.3825
2019-07-09,中证100,000903.SH,11.85,1.4,16.57,7.08,73.26%,2.12,1.06,48.82%,12.28%,1.5143,MID,606.467亿元,-15.60,-0.381%,4073.2736,4084.8964,4096.9787,4056.6859
2019-07-10,中证100,000903.SH,11.84,1.39,16.57,7.08,72.97%,2.12,1.06,48.0%,12.28%,1.5252,MID,524.990亿元,-2.404,-0.059%,4070.8694,4092.9077,4094.9257,4057.0871
2019-07-11,中证100,000903.SH,11.85,1.4,16.57,7.08,73.14%,2.12,1.06,48.75%,12.3%,1.5143,MID,636.546亿元,-2.222,-0.054%,4068.6466,4091.8034,4119.7526,4059.3861
2019-07-12,中证100,000903.SH,11.93,1.41,16.57,7.08,74.94%,2.12,1.06,52.55%,12.33%,1.5035,MID,634.147亿元,28.152,0.6919%,4096.7986,4065.0926,4110.5454,4059.7506
2019-07-15,中证100,000903.SH,11.95,1.41,16.57,7.08,75.48%,2.12,1.06,53.03%,12.33%,1.5035,MID,786.541亿元,5.5284,0.1349%,4102.327,4076.9951,4126.2704,4025.9108
2019-07-16,中证100,000903.SH,11.87,1.4,16.57,7.08,73.78%,2.12,1.06,51.51%,12.33%,1.5143,MID,590.962亿元,-25.32,-0.617%,4077.0046,4099.1032,4106.6819,4071.1172
2019-07-17,中证100,000903.SH,11.85,1.4,16.57,7.08,73.28%,2.12,1.06,50.58%,12.33%,1.5143,MID,614.603亿元,-7.991,-0.196%,4069.0127,4068.5212,4089.1611,4053.9566
2019-07-18,中证100,000903.SH,11.76,1.39,16.57,7.08,71.49%,2.12,1.06,46.66%,12.34%,1.5252,MID,603.150亿元,-31.25,-0.767%,4037.7577,4057.1918,4059.5636,4036.8764
2019-07-19,中证100,000903.SH,11.9,1.4,16.57,7.08,74.63%,2.12,1.06,51.64%,12.35%,1.5143,MID,674.672亿元,48.012,1.1890%,4085.7704,4061.8503,4103.8692,4061.1394
2019-07-22,中证100,000903.SH,11.85,1.4,16.57,7.08,73.52%,2.12,1.06,50.14%,12.36%,1.5143,MID,656.490亿元,-15.09,-0.369%,4070.6793,4090.6341,4098.2245,4051.3811
2019-07-23,中证100,000903.SH,11.85,1.4,16.57,7.08,73.26%,2.12,1.06,49.5%,12.35%,1.5143,MID,587.213亿元,-2.083,-0.051%,4068.5956,4073.8599,4078.3569,4050.6590
2019-07-24,中证100,000903.SH,11.93,1.41,16.57,7.08,75.28%,2.12,1.06,52.5%,12.35%,1.5035,MID,727.443亿元,27.635,0.6792%,4096.2307,4085.2894,4120.9276,4084.9386
2019-07-25,中证100,000903.SH,12.04,1.42,16.57,7.08,77.56%,2.12,1.06,54.74%,12.36%,1.4930,MID,719.279亿元,38.319,0.9354%,4134.5503,4098.8651,4134.5503,4087.0648
2019-07-26,中证100,000903.SH,12.06,1.42,16.57,7.08,77.91%,2.12,1.06,54.93%,12.36%,1.4930,MID,615.430亿元,4.9287,0.1192%,4139.479,4116.0971,4145.9451,4114.2923
2019-07-29,中证100,000903.SH,12.04,1.42,16.57,7.08,77.74%,2.12,1.06,54.6%,12.36%,1.4930,MID,609.979亿元,-3.990,-0.096%,4135.4888,4138.1172,4145.1690,4123.8273
2019-07-30,中证100,000903.SH,12.09,1.42,16.57,7.08,78.97%,2.12,1.06,56.00%,12.35%,1.4930,MID,669.778亿元,16.827,0.4068%,4152.3165,4144.7800,4174.9236,4144.7800
2019-07-31,中证100,000903.SH,11.97,1.41,16.57,7.08,76.1%,2.12,1.06,53.05%,12.33%,1.5035,MID,651.146亿元,-42.47,-1.022%,4109.8372,4135.0905,4136.0086,4102.2203
2019-08-01,中证100,000903.SH,11.86,1.4,16.57,7.08,73.6%,2.12,1.06,49.32%,12.33%,1.5143,MID,630.395亿元,-37.14,-0.903%,4072.6894,4093.3303,4105.0250,4060.6382
2019-08-02,中证100,000903.SH,11.69,1.38,16.57,7.08,70.52%,2.12,1.06,43.57%,12.34%,1.5362,MID,776.764亿元,-58.86,-1.445%,4013.8234,3995.9700,4022.6553,3986.7189
2019-08-05,中证100,000903.SH,11.46,1.35,16.57,7.08,67.10%,2.12,1.06,38.26%,12.34%,1.5704,MID,750.169亿元,-78.02,-1.943%,3935.799,3984.9587,3998.5488,3935.0702
2019-08-06,中证100,000903.SH,11.37,1.34,16.57,7.08,65.35%,2.12,1.06,35.67%,12.34%,1.5821,MID,965.681亿元,-32.91,-0.836%,3902.8838,3864.6575,3916.7095,3836.1831
2019-08-07,中证100,000903.SH,11.31,1.33,16.57,7.08,63.98%,2.12,1.06,33.89%,12.34%,1.5940,MID,607.828亿元,-20.73,-0.531%,3882.1439,3919.6130,3923.1714,3882.1439
2019-08-08,中证100,000903.SH,11.47,1.35,16.57,7.08,67.28%,2.12,1.06,37.56%,12.35%,1.5704,MID,662.643亿元,56.324,1.4508%,3938.4683,3915.4829,3944.6745,3913.3525
2019-08-09,中证100,000903.SH,11.33,1.34,16.57,7.08,64.41%,2.12,1.06,36.01%,12.35%,1.5821,MID,661.870亿元,-33.26,-0.844%,3905.2081,3956.3841,3959.5650,3898.5496
2019-08-12,中证100,000903.SH,11.53,1.36,16.57,7.08,68.69%,2.12,1.06,40.33%,12.36%,1.5588,MID,705.773亿元,71.082,1.8201%,3976.2905,3923.0495,3976.2905,3920.8630
2019-08-13,中证100,000903.SH,11.42,1.35,16.57,7.08,66.22%,2.12,1.06,38.21%,12.36%,1.5704,MID,551.224亿元,-40.42,-1.016%,3935.8653,3953.1997,3964.9077,3928.0491
2019-08-14,中证100,000903.SH,11.47,1.36,16.57,7.08,67.42%,2.12,1.06,39.34%,12.36%,1.5588,MID,692.502亿元,16.910,0.4296%,3952.776,3985.8080,3991.5784,3951.7137
2019-08-15,中证100,000903.SH,11.48,1.36,16.57,7.08,67.80%,2.12,1.06,39.73%,12.37%,1.5588,MID,620.079亿元,6.6653,0.1686%,3959.4413,3886.6972,3960.1413,3881.3816
2019-08-16,中证100,000903.SH,11.53,1.36,16.57,7.08,68.67%,2.12,1.06,39.72%,12.44%,1.5588,MID,699.591亿元,15.312,0.3867%,3974.754,3964.3410,4006.2557,3949.0856
2019-08-19,中证100,000903.SH,11.76,1.38,16.57,7.08,72.19%,2.12,1.06,45.26%,12.45%,1.5362,MID,1069.10亿元,79.733,2.0059%,4054.4872,4000.7507,4054.4872,3980.2642
2019-08-20,中证100,000903.SH,11.75,1.38,16.57,7.08,72.03%,2.12,1.06,44.0%,12.42%,1.5362,MID,767.933亿元,-2.859,-0.070%,4051.6281,4046.6470,4065.3089,4039.5408
2019-08-21,中证100,000903.SH,11.74,1.38,16.57,7.08,71.78%,2.12,1.06,43.79%,12.44%,1.5362,MID,615.470亿元,-5.684,-0.140%,4045.9439,4044.3525,4055.6871,4039.1938
2019-08-22,中证100,000903.SH,11.78,1.38,16.57,7.08,72.68%,2.12,1.06,44.26%,12.44%,1.5362,MID,629.042亿元,15.458,0.3820%,4061.4028,4060.0891,4063.6251,4039.6530
2019-08-23,中证100,000903.SH,11.88,1.39,16.57,7.08,75.03%,2.12,1.06,46.12%,12.47%,1.5252,MID,751.023亿元,34.789,0.8565%,4096.1925,4065.1244,4106.1671,4056.4502
2019-08-26,中证100,000903.SH,11.68,1.36,16.57,7.08,70.8%,2.12,1.06,40.78%,12.49%,1.5588,MID,766.538亿元,-69.85,-1.705%,4026.3392,4027.8221,4047.2571,4013.7328
2019-08-27,中证100,000903.SH,11.81,1.38,16.57,7.08,73.32%,2.12,1.06,44.41%,12.50%,1.5362,MID,991.704亿元,46.404,1.1525%,4072.7437,4052.8984,4109.5906,4052.7381
2019-08-28,中证100,000903.SH,11.77,1.37,16.57,7.08,72.46%,2.12,1.06,42.58%,12.53%,1.5474,MID,729.372亿元,-16.36,-0.401%,4056.3756,4073.3422,4078.2676,4042.0854
2019-08-29,中证100,000903.SH,11.72,1.37,16.57,7.08,71.65%,2.12,1.06,41.57%,12.55%,1.5474,MID,662.253亿元,-16.36,-0.403%,4040.0107,4058.8549,4063.1561,4022.8372
2019-08-30,中证100,000903.SH,11.68,1.37,16.57,7.08,70.83%,2.12,1.06,42.39%,12.55%,1.5474,MID,778.603亿元,23.465,0.5808%,4063.4763,4071.3196,4084.7768,4040.1395
2019-09-02,中证100,000903.SH,11.63,1.37,16.57,7.08,70.23%,2.12,1.06,43.55%,12.54%,1.5474,MID,853.326亿元,37.315,0.9183%,4100.7921,4067.4238,4110.1298,4062.8333
2019-09-03,中证100,000903.SH,11.64,1.37,16.57,7.08,70.28%,2.12,1.06,43.66%,12.54%,1.5474,MID,747.240亿元,1.6923,0.0412%,4102.4844,4106.6853,4110.2409,4082.5731
2019-09-04,中证100,000903.SH,11.74,1.39,16.57,7.08,72.05%,2.12,1.06,47.16%,12.55%,1.5252,MID,947.109亿元,34.358,0.8374%,4136.8431,4097.0675,4136.8431,4094.7225
2019-09-05,中证100,000903.SH,11.84,1.4,16.57,7.08,74.27%,2.12,1.06,51.84%,12.55%,1.5143,MID,1326.83亿元,38.500,0.9306%,4175.3439,4160.4719,4225.3491,4160.4719
2019-09-06,中证100,000903.SH,11.93,1.41,16.57,7.08,76.78%,2.12,1.06,54.53%,12.55%,1.5035,MID,953.801亿元,31.592,0.7566%,4206.9366,4201.0556,4207.0136,4173.0377
2019-09-09,中证100,000903.SH,11.96,1.41,16.57,7.08,77.48%,2.12,1.06,55.90%,12.55%,1.5035,MID,1120.50亿元,10.587,0.2516%,4217.5242,4238.7376,4243.4819,4205.7654
2019-09-10,中证100,000903.SH,11.93,1.41,16.57,7.08,76.61%,2.12,1.06,54.98%,12.55%,1.5035,MID,948.697亿元,-13.26,-0.314%,4204.259,4224.1220,4224.3729,4182.8242
2019-09-11,中证100,000903.SH,11.84,1.41,16.57,7.08,74.2%,2.12,1.06,53.33%,12.55%,1.5035,MID,1064.68亿元,-29.88,-0.710%,4174.3697,4213.1460,4214.9883,4161.3624
2019-09-12,中证100,000903.SH,11.99,1.42,16.57,7.08,78.12%,2.12,1.06,56.62%,12.55%,1.4930,MID,888.786亿元,51.936,1.2441%,4226.3066,4190.3330,4228.8374,4182.2257
2019-09-16,中证100,000903.SH,11.84,1.41,16.57,7.08,74.19%,2.12,1.06,56.06%,12.55%,1.5035,MID,811.589亿元,-24.79,-0.586%,4201.5107,4232.3674,4233.5979,4187.4266
2019-09-17,中证100,000903.SH,11.65,1.39,16.57,7.08,70.33%,2.12,1.06,48.44%,12.54%,1.5252,MID,798.846亿元,-65.89,-1.568%,4135.6194,4189.7985,4189.7985,4123.4986
2019-09-18,中证100,000903.SH,11.72,1.4,16.57,7.08,71.94%,2.12,1.06,50.6%,12.54%,1.5143,MID,708.677亿元,25.196,0.6092%,4160.8162,4150.2361,4178.1228,4150.0705
2019-09-19,中证100,000903.SH,11.74,1.4,16.57,7.08,72.27%,2.12,1.06,51.83%,12.54%,1.5143,MID,634.753亿元,7.0282,0.1689%,4167.8445,4177.0410,4177.1411,4146.0314
2019-09-20,中证100,000903.SH,11.76,1.41,16.57,7.08,72.83%,2.12,1.06,53.64%,12.55%,1.5035,MID,808.269亿元,7.8117,0.1874%,4175.6563,4178.2493,4183.3304,4164.4648
2019-09-23,中证100,000903.SH,11.63,1.39,16.57,7.08,70.21%,2.12,1.06,47.9%,12.55%,1.5252,MID,671.602亿元,-47.03,-1.126%,4128.6214,4165.6368,4165.6368,4107.1783
2019-09-24,中证100,000903.SH,11.67,1.4,16.57,7.08,70.82%,2.12,1.06,49.88%,12.57%,1.5143,MID,694.486亿元,12.851,0.3112%,4141.4726,4136.0752,4166.3334,4127.0804
2019-09-25,中证100,000903.SH,11.62,1.39,16.57,7.08,70.04%,2.12,1.06,47.28%,12.57%,1.5252,MID,643.137亿元,-17.66,-0.426%,4123.8077,4128.2038,4141.1823,4115.5362
2019-09-26,中证100,000903.SH,11.58,1.39,16.57,7.08,69.59%,2.12,1.06,46.58%,12.57%,1.5252,MID,768.508亿元,-13.05,-0.316%,4110.7544,4139.4545,4151.3494,4109.2230
2019-09-27,中证100,000903.SH,11.59,1.38,16.57,7.08,69.69%,2.12,1.06,45.71%,12.54%,1.5362,MID,554.697亿元,3.9596,0.0963%,4114.714,4111.9783,4121.4838,4096.5119
2019-09-30,中证100,000903.SH,11.47,1.37,16.57,7.08,67.71%,2.12,1.06,42.63%,12.54%,1.5474,MID,523.870亿元,-41.67,-1.012%,4073.0412,4099.4630,4120.2497,4071.9295
2019-10-08,中证100,000903.SH,11.58,1.38,16.57,7.08,69.74%,2.12,1.06,45.16%,12.54%,1.5362,MID,650.574亿元,37.736,0.9264%,4110.7773,4077.1194,4132.8355,4077.1194
2019-10-09,中证100,000903.SH,11.59,1.38,16.57,7.08,69.81%,2.12,1.06,45.89%,12.54%,1.5362,MID,643.499亿元,2.2584,0.0549%,4113.0358,4093.1398,4123.1437,4075.9250
2019-10-10,中证100,000903.SH,11.64,1.39,16.57,7.08,70.62%,2.12,1.06,47.58%,12.54%,1.5252,MID,666.475亿元,19.710,0.4792%,4132.7466,4103.1074,4135.5904,4091.8618
2019-10-11,中证100,000903.SH,11.78,1.41,16.57,7.08,73.75%,2.12,1.06,53.99%,12.54%,1.5035,MID,775.562亿元,49.620,1.2006%,4182.3676,4146.4702,4191.5940,4132.9476
2019-10-14,中证100,000903.SH,11.9,1.42,16.57,7.08,76.86%,2.12,1.06,57.89%,12.54%,1.4930,MID,967.610亿元,41.011,0.9805%,4223.3789,4217.1108,4260.7580,4203.3264
2019-10-15,中证100,000903.SH,11.77,1.42,16.57,7.08,73.68%,2.12,1.06,57.03%,12.54%,1.4930,MID,647.107亿元,-6.558,-0.155%,4216.8204,4228.6440,4228.6440,4206.4811
2019-10-16,中证100,000903.SH,11.73,1.41,16.57,7.08,72.61%,2.12,1.06,55.92%,12.54%,1.5035,MID,707.889亿元,-14.32,-0.339%,4202.4994,4217.6796,4250.7080,4197.5366
